Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes
House,California,N/A,2020,District 5,"85,227","Giblin, Scott",Challenger,"271,233","Thompson, Mike",Incumbent,N/A,N/A,N/A,N/A,N/A,"186,006",D,0,23.91,76.09,
House,California,N/A,2020,District 6,"83,466","Bish, Chris",Challenger,"229,648","Matsui, Doris",Incumbent,N/A,N/A,N/A,N/A,N/A,"146,182",D,0,26.66,73.34,
House,California,N/A,2020,District 7,"166,549","Patterson, Buzz",Challenger,"217,416","Bera, Ami",Incumbent,N/A,N/A,N/A,N/A,N/A,"50,867",D,0,43.38,56.62,
House,California,N/A,2020,District 8,"158,711","Obernolte, Jay",Challenger,"124,400","Bubser, Christine",Challenger,N/A,N/A,N/A,N/A,N/A,"34,311",R,0,56.06,43.94,
House,California,N/A,2020,District 9,"128,358","Amador, Antonio C.",Challenger,"174,252","McNerney, Jerry",Incumbent,N/A,N/A,N/A,N/A,N/A,"45,894",D,0,42.42,57.58,
House,California,N/A,2020,District 10,"135,629","Howze, Ted II",Challenger,"166,865","Harder, Josh",Incumbent,N/A,N/A,N/A,N/A,N/A,"31,236",D,0,44.84,55.16,
House,California,N/A,2020,District 11,"100,293","Sharma, Nisha",Challenger,"271,063","DeSaulnier, Mark",Incumbent,N/A,N/A,N/A,N/A,N/A,"170,770",D,0,27.01,72.99,
House,California,N/A,2020,District 12,N/A,N/A,N/A,"281,776","Pelosi, Nancy",Incumbent,Democrat,"81,174","Buttar, Shahid",Challenger,N/A,"200,602",D,22.37,0,100,
House,California,N/A,2020,District 13,"34,955","Piterman, Nikka",Challenger,"327,863","Lee, Barbara",Incumbent,N/A,N/A,N/A,N/A,N/A,"292,908",D,0,9.63,90.37,
House,California,N/A,2020,District 14,"72,705","Petel, Ran S.",Challenger,"278,300","Speier, Jackie",Incumbent,N/A,N/A,N/A,N/A,N/A,"205,595",D,0,20.71,79.29,
House,California,N/A,2020,District 15,"99,710","Hayden, Alison",Challenger,"242,991","Swalwell, Eric",Incumbent,N/A,N/A,N/A,N/A,N/A,"143,281",D,0,29.1,70.9,
House,California,N/A,2020,District 16,"88,039","Cookingham, Kevin",Challenger,"128,690","Costa, Jim",Incumbent,N/A,N/A,N/A,N/A,N/A,"40,651",D,0,40.62,59.38,
House,California,N/A,2020,District 17,"85,199","Tandon, Ritesh",Challenger,"212,137","Khanna, Ro",Incumbent,N/A,N/A,N/A,N/A,N/A,"126,938",D,0,28.65,71.35,
House,California,N/A,2020,District 18,N/A,N/A,N/A,"217,388","Eshoo, Anna G.",Incumbent,Democrat,"126,751","Kumar, Rishi",Challenger,N/A,"90,637",D,36.83,0,100,
House,California,N/A,2020,District 19,"88,642","Aguilera, Justin James",Challenger,"224,385","Lofgren, Zoe",Incumbent,N/A,N/A,N/A,N/A,N/A,"135,743",D,0,28.32,71.68,
House,California,N/A,2020,District 20,"71,658","Gorman, Jeff",Challenger,"236,896","Panetta, Jimmy",Incumbent,N/A,N/A,N/A,N/A,N/A,"165,238",D,0,23.22,76.78,
House,California,N/A,2020,District 21,"85,928","Valadao, David",Challenger,"84,406","Cox, T.J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"1,522",R,0,50.45,49.55,
House,California,N/A,2020,District 22,"170,888","Nunes, Devin",Incumbent,"144,251","Arballo, Phil",Challenger,N/A,N/A,N/A,N/A,N/A,"26,637",R,0,54.23,45.77,
House,California,N/A,2020,District 23,"190,222","McCarthy, Kevin",Incumbent,"115,896","Mangone, Kim",Challenger,N/A,N/A,N/A,N/A,N/A,"74,326",R,0,62.14,37.86,
House,California,N/A,2020,District 24,"149,781","Caldwell, Andy",Challenger,"212,564","Carbajal, Salud",Incumbent,N/A,N/A,N/A,N/A,N/A,"62,783",D,0,41.34,58.66,
House,California,N/A,2020,District 25,"169,638","Garcia, Mike",Incumbent,"169,305","Smith, Christy",Challenger,N/A,N/A,N/A,N/A,N/A,333,R,0,50.05,49.95,
House,California,N/A,2020,District 26,"135,877","Baldwin-Kennedy, Ronda",Challenger,"208,856","Brownley, Julia",Incumbent,N/A,N/A,N/A,N/A,N/A,"72,979",D,0,39.42,60.58,
House,California,N/A,2020,District 27,"95,907","Nalbandian, Johnny",Challenger,"221,411","Chu, Judy",Incumbent,N/A,N/A,N/A,N/A,N/A,"125,504",D,0,30.22,69.78,
House,California,N/A,2020,District 28,"91,928","Early, Eric",Challenger,"244,271","Schiff, Adam B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"152,343",D,0,27.34,72.66,
House,California,N/A,2020,District 29,N/A,N/A,N/A,"119,420","Cardenas, Tony",Incumbent,Democrat,"91,524","Duenas, Angelica Maria",Challenger,N/A,"27,896",D,43.39,0,100,
House,California,N/A,2020,District 30,"105,426","Reed, Mark",Challenger,"240,038","Sherman, Brad",Incumbent,N/A,N/A,N/A,N/A,N/A,"134,612",D,0,30.52,69.48,
House,California,N/A,2020,District 31,"110,735","Gibboney, Agnes",Challenger,"175,315","Aguilar, Pete",Incumbent,N/A,N/A,N/A,N/A,N/A,"64,580",D,0,38.71,61.29,
House,California,N/A,2020,District 32,"86,818","Scott, Joshua M.",Challenger,"172,942","Napolitano, Grace Flores",Incumbent,N/A,N/A,N/A,N/A,N/A,"86,124",D,0,33.42,66.58,
House,California,N/A,2020,District 33,"123,334","Bradley, James",Challenger,"257,094","Lieu, Ted W.",Incumbent,N/A,N/A,N/A,N/A,N/A,"133,760",D,0,32.42,67.58,
House,California,N/A,2020,District 34,N/A,N/A,N/A,"108,792","Gomez, Jimmy",Incumbent,Democrat,"96,554","Kim, David",Challenger,N/A,"12,238",D,47.02,0,100,
House,California,N/A,2020,District 35,"74,941","Cargile, Mike",Challenger,"169,405","Torres, Norma",Incumbent,N/A,N/A,N/A,N/A,N/A,"94,464",D,0,30.67,69.33,
House,California,N/A,2020,District 36,"121,698","Cruz, Erin",Challenger,"185,151","Ruiz, Raul",Incumbent,N/A,N/A,N/A,N/A,N/A,"63,453",D,0,39.66,60.34,
House,California,N/A,2020,District 37,"41,705","Webber, Errol",Challenger,"254,916","Bass, Karen",Incumbent,N/A,N/A,N/A,N/A,N/A,"213,211",D,0,14.06,85.94,
House,California,N/A,2020,District 38,N/A,N/A,N/A,"190,467","Sanchez, Linda",Incumbent,Democrat,"65,739","Tolar, Michael",Challenger,N/A,"124,728",D,25.66,0,100,
House,California,N/A,2020,District 39,"173,946","Kim, Young",Challenger,"169,837","Cisneros, Gil",Incumbent,N/A,N/A,N/A,N/A,N/A,"4,109",R,0,50.6,49.4,
House,California,N/A,2020,District 40,"50,809","Delgado, C. Antonio",Challenger,"135,572","Roybal-Allard, Lucille",Incumbent,N/A,N/A,N/A,N/A,N/A,"84,763",D,0,27.26,72.74,
House,California,N/A,2020,District 41,"94,447","Smith, Aja",Challenger,"168,126","Takano, Mark A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"73,679",D,0,35.97,64.03,
House,California,N/A,2020,District 42,"210,274","Calvert, Ken",Incumbent,"157,773","O'Mara, William",Challenger,N/A,N/A,N/A,N/A,N/A,"52,501",R,0,57.13,42.87,
House,California,N/A,2020,District 43,"78,688","Collins, Joe E. III",Challenger,"199,210","Waters, Maxine",Incumbent,N/A,N/A,N/A,N/A,N/A,"120,522",D,0,28.32,71.68,
House,California,N/A,2020,District 44,N/A,N/A,N/A,"139,661","Barragan, Nanette Diaz",Incumbent,Democrat,"66,375","Joya, Analilia",Challenger,N/A,"73,286",D,32.22,0,100,
House,California,N/A,2020,District 45,"193,096","Raths, Greg G.",Challenger,"221,843","Porter, Katie",Incumbent,N/A,N/A,N/A,N/A,N/A,"28,747",D,0,46.54,53.46,
House,California,N/A,2020,District 46,"71,716","Waters, James S.",Challenger,"157,803","Correa, Lou",Incumbent,N/A,N/A,N/A,N/A,N/A,"86,087",D,0,31.25,68.75,
House,California,N/A,2020,District 47,"114,371","Briscoe, John",Challenger,"197,028","Lowenthal, Alan",Incumbent,N/A,N/A,N/A,N/A,N/A,"82,657",D,0,36.73,63.27,
House,California,N/A,2020,District 48,"201,738","Steel, Michelle",Challenger,"193,362","Rouda, Harley Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"8,376",R,0,51.06,48.94,
House,California,N/A,2020,District 49,"181,157","Maryott, Brian",Challenger,"205,349","Levin, Mike",Incumbent,N/A,N/A,N/A,N/A,N/A,"24,192",D,0,46.87,53.13,
House,California,N/A,2020,District 50,"195,521","Issa, Darrell",Challenger,"166,869","Campa-Najjar, Ammar",Challenger,N/A,N/A,N/A,N/A,N/A,"28,652",R,0,53.95,46.05,
House,California,N/A,2020,District 51,"76,841","Hidalgo, Juan M. Jr.",Challenger,"165,596","Vargas, Juan",Incumbent,N/A,N/A,N/A,N/A,N/A,"88,755",D,0,31.7,68.3,
House,California,N/A,2020,District 52,"152,350","DeBello, Jim",Challenger,"244,145","Peters, Scott",Incumbent,N/A,N/A,N/A,N/A,N/A,"91,795",D,0,38.42,61.58,
House,California,N/A,2020,District 53,N/A,N/A,N/A,"199,244","Jacobs, Sara",Challenger,Democrat,"135,614","Gomez, Georgette",Challenger,N/A,"63,630",D,40.5,0,100,
House,Colorado,N/A,2020,District 1,"105,955","Bolling, Shane",Challenger,"331,621","DeGette, Diana L.",Incumbent,Libertarian,"8,749","Furey, Kyle",Challenger,"2,524","225,666",D,1.95,24.21,75.79,"The other vote was: Fiorino, Paul Noel (Unity) 2,524"
House,Colorado,N/A,2020,District 2,"182,547","Winn, Charlie",Challenger,"316,925","Neguse, Joseph",Incumbent,Libertarian,"13,657","Atkinson, Tom",Challenger,"2,534","134,378",D,2.65,36.55,63.45,"The other vote was: Swing, Gary (Unity) 2,534"
House,Colorado,N/A,2020,District 3,"220,634","Boebert, Lauren",Challenger,"194,122","Bush, Diane Mitsch",Challenger,Libertarian,"10,298","Keil, John",Challenger,"4,265","26,512",R,2.4,53.2,46.8,"The other vote was: Milton, Christopher Hawkins Critter (United) 4,265"
House,Colorado,N/A,2020,District 4,"285,606","Buck, Ken",Incumbent,"173,945","McCorkle, Ike",Challenger,Libertarian,"11,026","Griffith, Bruce",Challenger,"4,530","111,661",R,2.32,62.15,37.85,"The other vote was: Ireland, Laura (Unity) 4,530"
House,Colorado,N/A,2020,District 5,"249,013","Lamborn, Doug",Incumbent,"161,600","Freeland, Jillian",Challenger,Libertarian,"14,777","Duffett, Ed",Challenger,"7,017","87,413",R,3.42,60.64,39.36,"The other vote was: Murphy, Marcus (Write-in) 3,708; Keltie, Rebecca (Unity) 3,309"
House,Colorado,N/A,2020,District 6,"175,192","House, Steve",Challenger,"250,314","Crow, Jason",Incumbent,Libertarian,"9,083","Olsen, Norm",Challenger,"3,884","75,122",D,2.07,41.17,58.83,"The other vote was: Kulikowski, Jaimie (Unity) 3,884"
House,Colorado,N/A,2020,District 7,"159,301","Stockham, Charles",Challenger,"250,525","Perlmutter, Ed",Incumbent,Libertarian,"11,510","Biles, Ken",Challenger,"2,355","91,224",D,2.72,38.87,61.13,"The other vote was: Olszta, David (Unity) 2,355"
House,Connecticut,N/A,2020,District 1,"122,111","Fay, Mary",Challenger,"222,668","Larson, John B.",Incumbent,Green,"4,458","McCormick, Thomas",Challenger,N/A,"100,557",D,1.28,35.42,64.58,
House,Connecticut,N/A,2020,District 2,"140,356","Anderson, Justin",Challenger,"218,119","Courtney, Joe",Incumbent,Libertarian,"140,356","Reale, Daniel",Challenger,"4,969","77,763",D,27.86,39.15,60.85,"The other vote was: Martineau, Cassandra (Green) 4,960; Traceski, John M. (Write-in) 9"
House,Connecticut,N/A,2020,District 3,"137,598","Streicker, Margaret",Challenger,"203,265","DeLauro, Rosa L.",Incumbent,Green,"5,240","Paglino, Justin C.",Challenger,N/A,"65,667",D,1.51,40.37,59.63,
House,Connecticut,N/A,2020,District 4,"130,627","Riddle, Jonathan",Challenger,"224,432","Himes, Jim",Incumbent,Independent,"5,647","Merlen, Brian",Challenger,10,"93,805",D,1.57,36.79,63.21,"The other vote was: Peng, Yusheng (Write-in) 10"
House,Connecticut,N/A,2020,District 5,"151,988","Sullivan, David Xavier",Challenger,"192,484","Hayes, Jahana",Incumbent,Independent,"5,052","Walczak, Bruce W.",Challenger,N/A,"40,496",D,1.45,44.12,55.88,
House,Delaware,N/A,2020,At Large,"196,392","Murphy, Lee H.",Challenger,"281,382","Rochester, Lisa Blunt",Incumbent,Independent Party of Delaware,"6,682","Purcell, Catherine S.",Challenger,"3,814","84,990",D,1.37,41.11,58.89,"The other vote was: Rogers, David L. (Libertarian) 3,814"
House,Florida,N/A,2020,District 1,"283,352","Gaetz, Matt",Incumbent,"149,172","Ehr, Phil",Challenger,No Party Affiliation,"6,038","Oram, Albert",Challenger,N/A,"134,180",R,1.38,65.51,34.49,
House,Florida,N/A,2020,District 2,"305,337","Dunn, Neal",Incumbent,N/A,N/A,N/A,Write-in,"6,662","O'Connor, Kim",Challenger,N/A,"298,675",R,2.14,100,0,
House,Florida,N/A,2020,District 3,"223,075","Cammack, Kat",Challenger,"167,326","Christensen, Adam",Challenger,N/A,N/A,N/A,N/A,N/A,"55,749",R,0,57.14,42.86,
House,Florida,N/A,2020,District 4,"308,497","Rutherford, John",Incumbent,"196,423","Deegan, Donna",Challenger,Write-in,20,"Koniz, Gary L.",Challenger,N/A,"112,074",R,0,61.1,38.9,
House,Florida,N/A,2020,District 5,"117,510","Adler, Gary",Challenger,"219,463","Lawson, Al",Incumbent,N/A,N/A,N/A,N/A,N/A,"101,953",D,0,34.87,65.13,
House,Florida,N/A,2020,District 6,"265,393","Waltz, Michael",Incumbent,"172,305","Curtis, Clint",Challenger,Write-in,112,"Nolan, John G.",Challenger,46,"93,088",R,0.03,60.63,39.37,"The other vote was: Grayson, Alan (Write-in) 46"
House,Florida,N/A,2020,District 7,"175,750","Valentin, Leo",Challenger,"224,946","Murphy, Stephanie",Incumbent,No Party Affiliation,"5,753","Garlington, William R.",Challenger,N/A,"49,196",D,1.42,43.86,56.14,
House,Florida,N/A,2020,District 8,"282,093","Posey, Bill",Incumbent,"177,695","Kennedy, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"104,398",R,0,61.35,38.65,
House,Florida,N/A,2020,District 9,"188,889","Olson, William P.",Challenger,"240,724","Soto, Darren",Incumbent,Write-in,25,"Hill, Clay",Challenger,N/A,"51,835",D,0.01,43.97,56.03,
House,Florida,N/A,2020,District 10,"136,889","Francois, Vennia",Challenger,"239,434","Demings, Val B.",Incumbent,Write-in,74,"Yasmine, Sufiyah",Challenger,N/A,"102,545",D,0.02,36.38,63.62,
House,Florida,N/A,2020,District 11,"316,979","Webster, Daniel A.",Incumbent,"158,094","Cottrell, Dana",Challenger,N/A,N/A,N/A,N/A,N/A,"158,885",R,0,66.72,33.28,
House,Florida,N/A,2020,District 12,"284,941","Bilirakis, Gus Michael",Incumbent,"168,194","Walker, Kimberly H.",Challenger,N/A,N/A,N/A,N/A,N/A,"116,747",R,0,62.88,37.12,
House,Florida,N/A,2020,District 13,"190,713","Paulina Luna, Anna",Challenger,"215,405","Crist, Charlie",Incumbent,Write-in,7,"Curnow, Jacob",Challenger,N/A,"24,692",D,0,46.96,53.04,
House,Florida,N/A,2020,District 14,"147,896","Quinn, Christine",Challenger,"224,240","Castor, Kathy",Incumbent,N/A,N/A,N/A,N/A,N/A,"76,344",D,0,39.74,60.26,
House,Florida,N/A,2020,District 15,"216,374","Franklin, Scott",Challenger,"174,297","Cohn, Alan Michael",Challenger,N/A,N/A,N/A,N/A,N/A,"42,077",R,0,55.39,44.61,
House,Florida,N/A,2020,District 16,"269,001","Buchanan, Vern",Incumbent,"215,683","Good, Margaret Elizabeth Rowell",Challenger,N/A,N/A,N/A,N/A,N/A,"53,318",R,0,55.5,44.5,
House,Florida,N/A,2020,District 17,"266,514","Steube, Greg",Incumbent,"140,487","Ellison, Allen",Challenger,No Party Affiliation,"5,396","Murray, Theodore Andrew",Challenger,N/A,"126,027",R,1.31,65.48,34.52,
House,Florida,N/A,2020,District 18,"253,286","Mast, Brian",Incumbent,"186,674","Keith, Pamela",Challenger,No Party Affiliation,"9,760","Miller, K.W.",Challenger,N/A,"66,612",R,2.17,57.57,42.43,
House,Florida,N/A,2020,District 19,"272,440","Donalds, Byron",Challenger,"172,146","Banyai, Cindy Lyn",Challenger,Write-in,3,"Post, Patrick",Challenger,N/A,"100,294",R,0,61.28,38.72,
House,Florida,N/A,2020,District 20,"68,748","Musselwhite, Greg",Challenger,"253,661","Hastings, Alcee L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"184,913",D,0,21.32,78.68,
House,Florida,N/A,2020,District 21,"157,612","Loomer, Laura",Challenger,"237,925","Frankel, Lois ",Incumbent,No Party Affiliation,"7,544","Malkemus, Charleston",Challenger,12,"80,313",D,1.87,39.85,60.15,"The other vote was: Caravetta, Sylvia (Write-in) 8; Blass, Piotr (Write-in) 4"
House,Florida,N/A,2020,District 22,"166,553","Pruden, James",Challenger,"235,764","Deutch, Ted",Incumbent,N/A,N/A,N/A,N/A,N/A,"69,211",D,0,41.4,58.6,
House,Florida,N/A,2020,District 23,"158,874","Spalding, Carla",Challenger,"221,239","Wasserman-Schultz, Debbie",Incumbent,Write-in,46,"Olson, Jeff",Challenger,37,"62,365",D,0.01,41.8,58.2,"The other vote was: Fugate, Demetrius (Write-in) 37"
House,Florida,N/A,2020,District 24,"59,084","Spicer, Lavern",Challenger,"218,825","Wilson, Frederica S.",Incumbent,No Party Affiliation,"11,703","Olivo, Christine Alexandria",Challenger,26,"159,741",D,4.04,21.26,78.74,"The other vote was: Knepper, Howard (Write-in) 17; Rivera, Hector (Write-in) 9"
House,Florida,N/A,2020,District 25,Unopposed,"Diaz-Balart, Mario",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,0,100,0,
House,Florida,N/A,2020,District 26,"177,223","Gimenez, Carlos",Challenger,"165,407","Mucarsel-Powell, Debbie",Incumbent,N/A,N/A,N/A,N/A,N/A,"11,816",R,0,51.72,48.28,
House,Florida,N/A,2020,District 27,"176,141","Salazar, Maria Elvira",Challenger,"166,758","Shalala, Donna",Incumbent,Write-in,76,"Polo, Frank E.",Challenger,N/A,"9,383",R,0.02,51.37,48.63,
House,Georgia,N/A,2020,District 1,"189,457","Carter, Earl Leroy",Incumbent,"135,238","Griggs, Joyce Marie",Challenger,N/A,N/A,N/A,N/A,N/A,"54,219",R,0,58.35,41.65,
House,Georgia,N/A,2020,District 2,"111,620","Cole, Donald Eugene",Challenger,"161,397","Bishop, Sanford",Incumbent,N/A,N/A,N/A,N/A,N/A,"49,777",D,0,40.88,59.12,
House,Georgia,N/A,2020,District 3,"241,526","Ferguson, Drew",Incumbent,"129,792","Almonord, Val",Challenger,N/A,N/A,N/A,N/A,N/A,"111,734",R,0,65.05,34.95,
House,Georgia,N/A,2020,District 4,"69,393","Ezammudeen, Johsie Cruz",Challenger,"278,906","Johnson, Henry C. Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"209,513",D,0,19.92,80.08,
House,Georgia,N/A,2020,District 5,"52,646","Stanton-King, Angela",Challenger,"301,857","Williams, Nikema",Challenger,N/A,N/A,N/A,N/A,N/A,"249,211",D,0,14.85,85.15,
House,Georgia,N/A,2020,District 6,"180,329","Handel, Karen",Challenger,"216,775","McBath, Lucy Kay",Incumbent,N/A,N/A,N/A,N/A,N/A,"36,446",D,0,45.41,54.59,
House,Georgia,N/A,2020,District 7,"180,564","McCormick, Richard Dean",Challenger,"190,900","Bourdeaux, Carolyn",Challenger,N/A,N/A,N/A,N/A,N/A,"10,336",D,0,48.61,51.39,
House,Georgia,N/A,2020,District 8,"198,701","Scott, Austin",Incumbent,"109,264","Holliday, Lindsay Dozier",Challenger,N/A,N/A,N/A,N/A,N/A,"89,437",R,0,64.52,35.48,
House,Georgia,N/A,2020,District 9,"292,750","Clyde, Andrew",Challenger,"79,797","Pandy, Devin D.",Challenger,N/A,N/A,N/A,N/A,N/A,"212,953",R,0,78.58,21.42,
House,Georgia,N/A,2020,District 10,"235,810","Hice, Jody",Incumbent,"142,636","Johnson-Green, Tabitha A.",Challenger,N/A,N/A,N/A,N/A,N/A,"93,174",R,0,62.31,37.69,
House,Georgia,N/A,2020,District 11,"245,259","Loudermilk, Barry",Incumbent,"160,623","Barrett, Dana",Challenger,N/A,N/A,N/A,N/A,N/A,"84,636",R,0,60.43,39.57,
House,Georgia,N/A,2020,District 12,"181,038","Allen, Rick",Incumbent,"129,061","Johnson, Elizabeth",Challenger,N/A,N/A,N/A,N/A,N/A,"51,977",R,0,58.38,41.62,
House,Georgia,N/A,2020,District 13,"81,476","Hites, Becky E.",Challenger,"279,045","Scott, David",Incumbent,N/A,N/A,N/A,N/A,N/A,"197,569",D,0,22.6,77.4,
House,Georgia,N/A,2020,District 14,"229,827","Greene, Marjorie Taylor",Challenger,"77,798","Van Ausdal, Kevin",Challenger,N/A,N/A,N/A,N/A,N/A,"152,029",R,0,74.71,25.29,
House,Hawaii,N/A,2020,District 1,"71,188","Curtis, Ron",Challenger,"183,245","Case, Edward E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"112,057",D,0,27.98,72.02,
House,Hawaii,N/A,2020,District 2,"84,027","Akana, Joseph S.",Challenger,"171,517","Kahele, Kaial'i",Challenger,Libertarian,"6,785","Tippens, Michelle Rose",Challenger,"9,773","87,490",D,2.49,32.88,67.12,"The other vote was: Hoomanawanui, Jonathan (Aloha Aina) 6,453; Burrus, Ron (Non Partisan) 2,659; Giuffre, John (American Shopping Party) 661"
House,Idaho,N/A,2020,District 1,"310,736","Fulcher, Russell M.",Incumbent,"131,380","Soto, Rudy",Challenger,Libertarian,"16,453","Evans, Joe",Challenger,7,"179,356",R,3.59,70.28,29.72,The other vote was: Pro-Life (Constitution) 7
House,Idaho,N/A,2020,District 2,"250,669","Simpson, Michael K.",Incumbent,"124,151","Swisher, Aaron",Challenger,Constitution,"8,573",Pro-Life,Challenger,"7,940","126,518",R,2.19,66.88,33.12,"The other vote was: Law, Idaho Sierra (Libertarian) 7,940"
House,Illinois,N/A,2020,District 1,"85,027","White, Philanise",Challenger,"239,943","Rush, Bobby L.",Incumbent,Independent,153,"Pellegrini, Ruth",Challenger,N/A,"154,916",D,0.05,26.16,73.84,
