Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes
House,California,N/A,1980,District 6,"34,500","Spinosa, Tom",Challenger,"93,400","Burton, Phillip",Incumbent,N/A,N/A,N/A,N/A,"6,750","58,900",D,0,26.97,73.03,
House,California,N/A,1980,District 7,"70,479","St. Clair, Giles",Challenger,"142,044","Miller, George",Incumbent,N/A,N/A,N/A,N/A,"11,946","71,565",D,0,33.16,66.84,
House,California,N/A,1980,District 8,"76,580","Hughes, Charles V.",Challenger,"108,380","Dellums, Ronald V.",Incumbent,N/A,N/A,N/A,N/A,"10,465","31,800",D,0,41.4,58.6,
House,California,N/A,1980,District 9,"67,265","Kennedy, William J.",Challenger,"90,504","Stark, Fortney Pete",Incumbent,N/A,N/A,N/A,N/A,"5,823","23,239",D,0,42.64,57.36,
House,California,N/A,1980,District 10,"45,987","Lutton, John M.",Challenger,"102,231","Edwards, Don",Incumbent,N/A,N/A,N/A,N/A,"16,325","56,244",D,0,31.03,68.97,
House,California,N/A,1980,District 11,"80,100","Royer, Bill",Incumbent,"85,823","Lantos, Tom",Challenger,N/A,N/A,N/A,N/A,"19,090","5,723",D,0,48.28,51.72,
House,California,N/A,1980,District 12,"143,817","McCloskey, Paul Norton Jr.",Incumbent,"37,009","Olsen, Kirsten",Challenger,N/A,N/A,N/A,N/A,"18,278","106,808",R,0,79.53,20.47,
House,California,N/A,1980,District 13,"79,766","Gagne, W. E.",Challenger,"132,246","Mineta, Norman Y.",Incumbent,N/A,N/A,N/A,N/A,"12,597","52,480",D,0,37.62,62.38,
House,California,N/A,1980,District 14,"133,979","Shumway, Norman D.",Incumbent,"79,883","Cerney, Ann",Challenger,N/A,N/A,N/A,N/A,"6,717","54,096",R,0,62.65,37.35,
House,California,N/A,1980,District 15,"37,895","Schwartz, Ron",Challenger,"108,072","Coelho, Tony",Incumbent,N/A,N/A,N/A,N/A,"4,524","70,177",D,0,25.96,74.04,
House,California,N/A,1980,District 16,"54,675","Roth, W. A.",Challenger,"158,360","Panetta, Leon E.",Incumbent,N/A,N/A,N/A,N/A,"10,000","103,685",D,0,25.66,74.34,
House,California,N/A,1980,District 17,"129,159","Pashayan, Charles",Incumbent,"53,780","Johnson, Willard H.",Challenger,N/A,N/A,N/A,N/A,N/A,"75,379",R,0,70.6,29.4,
House,California,N/A,1980,District 18,"126,046","Thomas, William M.",Incumbent,"51,415","Timmermans, Mary",Challenger,N/A,N/A,N/A,N/A,N/A,"74,631",R,0,71.03,28.97,
House,California,N/A,1980,District 19,"162,854","Lagomarsino, Robert J.",Incumbent,"36,990","Lodise, Carmen",Challenger,N/A,N/A,N/A,N/A,"9,765","125,864",R,0,81.49,18.51,
House,California,N/A,1980,District 20,"199,681","Goldwater, Barry Jr.",Incumbent,"43,025","Miller, Matt",Challenger,N/A,N/A,N/A,N/A,"10,605","156,656",R,0,82.27,17.73,
House,California,N/A,1980,District 21,"74,843","Fiedler, Bobbi",Challenger,"74,091","Corman, James C.",Incumbent,N/A,N/A,N/A,N/A,"4,836",752,R,0,50.25,49.75,
House,California,N/A,1980,District 22,"115,241","Moorhead, Carlos J.",Incumbent,"57,477","O'Donnell, Pierce",Challenger,N/A,N/A,N/A,N/A,"7,705","57,764",R,0,66.72,33.28,
House,California,N/A,1980,District 23,"62,742","Winckler, Robert",Challenger,"126,020","Beilenson, Anthony C.",Incumbent,N/A,N/A,N/A,N/A,"10,623","63,278",D,0,33.24,66.76,
House,California,N/A,1980,District 24,"39,744","Cayard, Roland",Challenger,"93,569","Waxman, Henry A.",Incumbent,N/A,N/A,N/A,N/A,"13,418","53,825",D,0,29.81,70.19,
House,California,N/A,1980,District 25,"21,116","Ferraro, Richard E.",Challenger,"49,080","Roybal, Edward R.",Incumbent,N/A,N/A,N/A,N/A,"4,169","27,964",D,0,30.08,69.92,
House,California,N/A,1980,District 26,"116,715","Rousselot, John H.",Incumbent,"40,099","Lisoni, Joseph L.",Challenger,N/A,N/A,N/A,N/A,"7,700","76,616",R,0,74.43,25.57,
House,California,N/A,1980,District 27,"109,807","Dornan, Robert K.",Incumbent,"100,061","Peck, Carey",Challenger,N/A,N/A,N/A,N/A,"5,448","9,746",R,0,52.32,47.68,
House,California,N/A,1980,District 28,"23,179","Reid, Robert",Challenger,"108,725","Dixon, Julian C.",Incumbent,N/A,N/A,N/A,N/A,"5,400","85,546",D,0,17.57,82.43,
House,California,N/A,1980,District 29,"10,282","Hirt, Michael A.",Challenger,"80,095","Hawkins, Augustus",Incumbent,N/A,N/A,N/A,N/A,"2,622","69,813",D,0,11.38,88.62,
House,California,N/A,1980,District 30,"24,136","Platten, J. Arthur",Challenger,"74,119","Danielson, George E.",Incumbent,N/A,N/A,N/A,N/A,"4,480","49,983",D,0,24.56,75.44,
House,California,N/A,1980,District 31,"38,203","Grimshaw, Don",Challenger,"69,146","Dymally, Mervyn M.",Challenger,N/A,N/A,N/A,N/A,N/A,"30,943",D,0,35.59,64.41,
House,California,N/A,1980,District 32,"39,260","Adler, John R.",Challenger,"84,057","Anderson, Glenn M.",Incumbent,N/A,N/A,N/A,N/A,"4,209","44,797",D,0,31.84,68.16,
House,California,N/A,1980,District 33,"122,439","Grisham, Wayne",Incumbent,"50,365","Anderson, Fred L.",Challenger,N/A,N/A,N/A,N/A,N/A,"72,074",R,0,70.85,29.15,
House,California,N/A,1980,District 34,"138,024","Lungren, Daniel E.",Incumbent,"46,351","Simone, NULL",Challenger,N/A,N/A,N/A,N/A,"7,796","91,673",R,0,74.86,25.14,
House,California,N/A,1980,District 35,"100,743","Dreier, David",Challenger,"88,279","Lloyd, Jim",Incumbent,N/A,N/A,N/A,N/A,"5,492","12,464",R,0,53.3,46.7,
House,California,N/A,1980,District 36,"73,252","Stark, John P.",Challenger,"88,634","Brown, George E. Jr.",Incumbent,N/A,N/A,N/A,N/A,"6,815","15,382",D,0,45.25,54.75,
House,California,N/A,1980,District 37,"166,640","Lewis, Jerry",Incumbent,"58,462","Rusk, Donald M.",Challenger,N/A,N/A,N/A,N/A,"7,661","108,178",R,0,74.03,25.97,
House,California,N/A,1980,District 38,"66,256","Jacobson, Art",Challenger,"91,880","Patterson, Jerry M.",Incumbent,N/A,N/A,N/A,N/A,"7,301","25,624",D,0,41.9,58.1,
House,California,N/A,1980,District 39,"175,228","Dannemeyer, William E.",Incumbent,"54,504","Lahtinen, Leonard L.",Challenger,N/A,N/A,N/A,N/A,N/A,"120,724",R,0,76.27,23.73,
House,California,N/A,1980,District 40,"213,999","Badham, Robert E.",Incumbent,"66,512","Dow, Michael F.",Challenger,N/A,N/A,N/A,N/A,"24,542","147,487",R,0,76.29,23.71,
House,California,N/A,1980,District 41,"123,187","Lowery, Bill",Challenger,"101,101","Wilson, Robert Carlton",Incumbent,N/A,N/A,N/A,N/A,"9,639","22,086",R,0,54.92,45.08,
House,California,N/A,1980,District 42,"79,713","Hunter, Duncan L.",Challenger,"69,936","Van Deerlin, Lionel",Incumbent,N/A,N/A,N/A,N/A,N/A,"9,777",R,0,53.27,46.73,
House,California,N/A,1980,District 43,"299,037","Burgener, Clair W.",Incumbent,"46,383","Metzger, Tom",Challenger,N/A,N/A,N/A,N/A,295,"252,654",R,0,86.57,13.43,
House,Colorado,N/A,1980,District 1,"67,804","Bradford, Naomi",Challenger,"107,364","Schroeder, Patricia",Incumbent,N/A,N/A,N/A,N/A,"4,454","39,560",D,0,38.71,61.29,
House,Colorado,N/A,1980,District 2,"111,825","McElderry, John",Challenger,"153,618","Wirth, Timothy E.",Incumbent,N/A,N/A,N/A,N/A,"6,852","41,793",D,0,42.13,57.87,
House,Colorado,N/A,1980,District 3,"84,292","McCormick, Harold L.",Challenger,"105,820","Kogovsek, Ray",Incumbent,N/A,N/A,N/A,N/A,"2,670","21,528",D,0,44.34,55.66,
House,Colorado,N/A,1980,District 4,"178,221","Brown, Hank",Challenger,"76,849","Baaragan, Polly B.",Challenger,N/A,N/A,N/A,N/A,"5,421","101,372",R,0,69.87,30.13,
House,Colorado,N/A,1980,District 5,"177,319","Kramer, Ken",Incumbent,"62,003","Schreiber, Ed",Challenger,N/A,N/A,N/A,N/A,"5,578","115,316",R,0,74.09,25.91,
House,Connecticut,N/A,1980,District 1,"80,816","Anderson, Marjorie D.",Challenger,"137,849","Cotter, William R.",Incumbent,N/A,N/A,N/A,N/A,29,"57,033",D,0,36.96,63.04,
House,Connecticut,N/A,1980,District 2,"104,107","Guglielmo, Tony",Challenger,"119,176","Gejdenson, Samuel",Challenger,N/A,N/A,N/A,N/A,28,"15,069",D,0,46.63,53.37,
House,Connecticut,N/A,1980,District 3,"117,024","DeNardis, Lawrence J.",Challenger,"103,903","Lieberman, Joseph I.",Challenger,N/A,N/A,N/A,N/A,"2,721","13,121",R,0,52.97,47.03,
House,Connecticut,N/A,1980,District 4,"124,285","McKinney, Stewart B.",Incumbent,"74,326","Phillips, John A.",Challenger,N/A,N/A,N/A,N/A,14,"49,959",R,0,62.58,37.42,
House,Connecticut,N/A,1980,District 5,"115,614","Donahue, Edward M.",Challenger,"117,316","Ratchford, William",Incumbent,N/A,N/A,N/A,N/A,13,"1,702",D,0,49.63,50.37,
House,Connecticut,N/A,1980,District 6,"98,331","Schaus, Nicholas",Challenger,"142,685","Moffett, Anthony T.",Incumbent,N/A,N/A,N/A,N/A,"1,008","44,354",D,0,40.8,59.2,
House,Delaware,N/A,1980,At Large,"133,842","Evans, Thomas B.",Incumbent,"81,227","Maxwell, Robert L.",Challenger,N/A,N/A,N/A,N/A,"1,560","52,615",R,0,62.23,37.77,
House,Florida,N/A,1980,District 1,"75,939","Briggs, Warren",Challenger,"119,829","Hutto, Earl D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"43,890",D,0,38.79,61.21,
House,Florida,N/A,1980,District 2,"57,588","Lacapra, John R.",Challenger,"138,252","Fuqua, Don",Incumbent,N/A,N/A,N/A,N/A,N/A,"80,664",D,0,29.41,70.59,
House,Florida,N/A,1980,District 3,"31,208","Radcliffe, Harry",Challenger,"104,672","Bennett, Charles E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"73,464",D,0,22.97,77.03,
House,Florida,N/A,1980,District 4,"76,924","Dillard, Barney E.",Challenger,"147,775","Chappell, William V.",Incumbent,N/A,N/A,N/A,N/A,N/A,"70,851",D,0,34.23,65.77,
House,Florida,N/A,1980,District 5,"177,603","McCollum, Bill",Challenger,"140,903","Best, David R.",Challenger,N/A,N/A,N/A,N/A,N/A,"36,700",R,0,55.76,44.24,
House,Florida,N/A,1980,District 6,Unopposed,"Young, C.W. Bill",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,0,100,0,
House,Florida,N/A,1980,District 7,"52,138","Jones, Charles P.",Challenger,"132,529","Gibbons, Sam M.",Incumbent,N/A,N/A,N/A,N/A,N/A,"80,391",D,0,28.23,71.77,
House,Florida,N/A,1980,District 8,"61,820","Nicholson, Scott",Challenger,"151,613","Ireland, Andrew P.",Incumbent,N/A,N/A,N/A,N/A,"5,480","89,793",D,0,28.96,71.04,
House,Florida,N/A,1980,District 9,"58,734","Dowiat, Stan",Challenger,"139,468","Nelson, Bill",Incumbent,N/A,N/A,N/A,N/A,N/A,"80,734",D,0,29.63,70.37,
House,Florida,N/A,1980,District 10,"272,393","Bafalis, L. A.",Incumbent,"72,646","Sparkman, Richard D.",Challenger,N/A,N/A,N/A,N/A,N/A,"199,747",R,0,78.95,21.05,
House,Florida,N/A,1980,District 11,"137,520","Coogler, Al",Challenger,"201,713","Mica, Dan",Incumbent,N/A,N/A,N/A,N/A,N/A,"64,193",D,0,40.54,59.46,
House,Florida,N/A,1980,District 12,"128,561","Shaw, E. Clay Jr.",Challenger,"107,164","Becker, Alan S.",Challenger,N/A,N/A,N/A,N/A,N/A,"21,397",R,0,54.54,45.46,
House,Florida,N/A,1980,District 13,"42,830","Entin, Alvin E.",Challenger,"127,828","Lehman, William",Incumbent,N/A,N/A,N/A,N/A,N/A,"84,998",D,0,25.1,74.9,
House,Florida,N/A,1980,District 14,"32,027","Estrella, Evelio S.",Challenger,"95,820","Pepper, Claude",Incumbent,N/A,N/A,N/A,N/A,N/A,"63,793",D,0,25.05,74.95,
House,Florida,N/A,1980,District 15,"70,433","Hood, Win Herbert",Challenger,"132,952","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"62,519",D,0,34.63,65.37,
House,Georgia,N/A,1980,District 1,N/A,N/A,N/A,"82,145","Ginn, Ronald B.",Incumbent,N/A,N/A,N/A,N/A,1,"82,145",D,0,0,100,
House,Georgia,N/A,1980,District 2,"33,107","Harrell, Jack E.",Challenger,"92,264","Hatcher, Charles",Challenger,N/A,N/A,N/A,N/A,1,"59,157",D,0,26.41,73.59,
House,Georgia,N/A,1980,District 3,N/A,N/A,N/A,"89,040","Brinkley, Jack",Incumbent,N/A,N/A,N/A,N/A,30,"89,040",D,0,0,100,
House,Georgia,N/A,1980,District 4,"51,546","Billington, Barry",Challenger,"117,091","Levitas, Elliott H.",Incumbent,N/A,N/A,N/A,N/A,13,"65,545",D,0,30.57,69.43,
House,Georgia,N/A,1980,District 5,"35,640","Dowda, F. William",Challenger,"101,646","Fowler, Wyche Jr.",Incumbent,N/A,N/A,N/A,N/A,16,"66,006",D,0,25.96,74.04,
House,Georgia,N/A,1980,District 6,"96,071","Gingrich, Newt",Incumbent,"66,606","Davis, Dock H.",Challenger,N/A,N/A,N/A,N/A,8,"29,465",R,0,59.06,40.94,
House,Georgia,N/A,1980,District 7,"54,242","Castellucis, Richard",Challenger,"115,892","McDonald, Larry",Incumbent,N/A,N/A,N/A,N/A,8,"61,650",D,0,31.88,68.12,
House,Georgia,N/A,1980,District 8,"31,033","Carter, Darwin",Challenger,"91,103","Evans, Billy Lee",Incumbent,N/A,N/A,N/A,N/A,2,"60,070",D,0,25.41,74.59,
House,Georgia,N/A,1980,District 9,"54,341","Ashworth, David G.",Challenger,"115,576","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,1,"61,235",D,0,31.98,68.02,
House,Georgia,N/A,1980,District 10,"25,194","Neubauer, Bruce J.",Challenger,"102,177","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,7,"76,983",D,0,19.78,80.22,
House,Hawaii,N/A,1980,District 1,"19,819","Noble, Aloma K.",Challenger,"98,256","Heftel, Cecil",Incumbent,N/A,N/A,N/A,N/A,"5,106","78,437",D,0,16.79,83.21,
House,Hawaii,N/A,1980,District 2,N/A,N/A,N/A,"141,477","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"15,903","141,477",D,0,0,100,
House,Idaho,N/A,1980,District 1,"116,845","Craig, Larry E.",Challenger,"100,697","Nichols, Glenn W.",Challenger,N/A,N/A,N/A,N/A,N/A,"16,148",R,0,53.71,46.29,
House,Idaho,N/A,1980,District 2,"116,196","Hansen, George V.",Incumbent,"81,364","Bilyeu, Diane",Challenger,N/A,N/A,N/A,N/A,N/A,"34,832",R,0,58.82,41.18,
House,Illinois,N/A,1980,District 1,"5,660","Williams, George",Challenger,"119,562","Washington, Harold",Challenger,N/A,N/A,N/A,N/A,1,"113,902",D,0,4.52,95.48,
House,Illinois,N/A,1980,District 2,"17,428","Harris, Marsha A.",Challenger,"129,771","Savage, Gus",Challenger,N/A,N/A,N/A,N/A,103,"112,343",D,0,11.84,88.16,
House,Illinois,N/A,1980,District 3,"61,955","Sarsoun, Lawrence C.",Challenger,"137,283","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,2,"75,328",D,0,31.1,68.9,
House,Illinois,N/A,1980,District 4,"152,377","Derwinski, Edward J.",Incumbent,"71,814","Jalovec, Richard S.",Challenger,N/A,N/A,N/A,N/A,1,"80,563",R,0,67.97,32.03,
House,Illinois,N/A,1980,District 5,"27,136","Kotowski, Robert V.",Challenger,"106,142","Fary, John G.",Incumbent,N/A,N/A,N/A,N/A,1,"79,006",D,0,20.36,79.64,
House,Illinois,N/A,1980,District 6,"123,593","Hyde, Henry J.",Incumbent,"60,951","Reda, Mario R.",Challenger,N/A,N/A,N/A,N/A,6,"62,642",R,0,66.97,33.03,
House,Illinois,N/A,1980,District 7,"14,041","Hooper, Ruth",Challenger,"80,056","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,N/A,"66,015",D,0,14.92,85.08,
House,Illinois,N/A,1980,District 8,"17,845","Zilke, Walter F.",Challenger,"98,524","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,4,"80,679",D,0,15.33,84.67,
House,Illinois,N/A,1980,District 9,"39,244","Andrica, John D.",Challenger,"106,543","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,1,"67,299",D,0,26.92,73.08,
House,Illinois,N/A,1980,District 10,"137,707","Porter, John E.",Challenger,"89,008","Weinberger, Robert",Challenger,N/A,N/A,N/A,N/A,18,"48,699",R,0,60.74,39.26,
House,Illinois,N/A,1980,District 11,"52,417","Zanillo, Michael R.",Challenger,"121,166","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,4,"68,749",D,0,30.2,69.8,
House,Illinois,N/A,1980,District 12,"185,080","Crane, Philip M.",Incumbent,"64,729","McCartney, David",Challenger,N/A,N/A,N/A,N/A,9,"120,351",R,0,74.09,25.91,
House,Illinois,N/A,1980,District 13,"131,448","McClory, Robert",Incumbent,"52,000","Reese, Michael",Challenger,N/A,N/A,N/A,N/A,10,"79,448",R,0,71.65,28.35,
House,Illinois,N/A,1980,District 14,"202,583","Erlenborn, John N.",Incumbent,"61,224","Kennel, Leroy E.",Challenger,N/A,N/A,N/A,N/A,21,"141,359",R,0,76.79,23.21,
House,Illinois,N/A,1980,District 15,"150,898","Corcoran, Tom",Incumbent,"45,721","Quillin, John P.",Challenger,N/A,N/A,N/A,N/A,N/A,"105,177",R,0,76.75,23.25,
House,Illinois,N/A,1980,District 16,"132,905","Martin, Lynn",Challenger,"64,224","Aurand, Douglas R.",Challenger,N/A,N/A,N/A,N/A,18,"68,681",R,0,67.42,32.58,
House,Illinois,N/A,1980,District 17,"125,806","O'Brien, George M.",Incumbent,"65,305","Murer, Michael A.",Challenger,N/A,N/A,N/A,N/A,N/A,"60,501",R,0,65.83,34.17,
House,Illinois,N/A,1980,District 18,"125,561","Michel, Robert H.",Incumbent,"76,471","Knuppel, John L.",Challenger,N/A,N/A,N/A,N/A,11,"49,090",R,0,62.15,37.85,
House,Illinois,N/A,1980,District 19,"142,616","Railsback, Tom",Incumbent,"51,753","Hand, Thomas J.",Challenger,N/A,N/A,N/A,N/A,N/A,"90,863",R,0,73.37,26.63,
House,Illinois,N/A,1980,District 20,"123,427","Findley, Paul",Incumbent,"96,950","Robinson, David",Challenger,N/A,N/A,N/A,N/A,N/A,"26,477",R,0,56.01,43.99,
House,Illinois,N/A,1980,District 21,"132,186","Madigan, Edward R.",Incumbent,"63,476","Severns, Penny L.",Challenger,N/A,N/A,N/A,N/A,N/A,"68,710",R,0,67.56,32.44,
House,Illinois,N/A,1980,District 22,"146,014","Crane, Daniel B.",Incumbent,"66,065","Voelz, Peter M.",Challenger,N/A,N/A,N/A,N/A,N/A,"79,949",R,0,68.85,31.15,
House,Illinois,N/A,1980,District 23,"59,644","Davinroy, Ronald L.",Challenger,"107,786","Price, Melvin",Incumbent,N/A,N/A,N/A,N/A,N/A,"48,142",D,0,35.62,64.38,
House,Illinois,N/A,1980,District 24,"110,176","Anderson, John T.",Challenger,"112,134","Simon, Paul",Incumbent,N/A,N/A,N/A,N/A,"5,986","1,958",D,0,49.56,50.44,
House,Indiana,N/A,1980,District 1,"43,537","Harkin, Joseph D.",Challenger,"112,016","Benjamin, Adam",Incumbent,N/A,N/A,N/A,N/A,N/A,"68,479",D,0,27.99,72.01,
House,Indiana,N/A,1980,District 2,"103,957","Niemeyer, Ernest",Challenger,"122,326","Fithian, Floyd",Incumbent,N/A,N/A,N/A,N/A,N/A,"18,369",D,0,45.94,54.06,
House,Indiana,N/A,1980,District 3,"103,972","Hiler, John P.",Challenger,"85,136","Brademas, John",Incumbent,N/A,N/A,N/A,N/A,N/A,"18,836",R,0,54.98,45.02,
House,Indiana,N/A,1980,District 4,"120,055","Coats, Daniel R.",Challenger,"77,542","Walda, John D.",Challenger,N/A,N/A,N/A,N/A,745,"42,513",R,0,60.76,39.24,
House,Indiana,N/A,1980,District 5,"129,474","Hillis, Elwood H.",Incumbent,"80,378","Ackerson, Nels",Challenger,N/A,N/A,N/A,N/A,N/A,"49,096",R,0,61.7,38.3,
House,Indiana,N/A,1980,District 6,"97,582","Crane, David G.",Challenger,"98,482","Evans, David W.",Incumbent,N/A,N/A,N/A,N/A,N/A,900,D,0,49.77,50.23,
House,Indiana,N/A,1980,District 7,"137,604","Myers, John T.",Incumbent,"69,051","Carroll, Patrick D.",Challenger,N/A,N/A,N/A,N/A,"1,609","68,553",R,0,66.59,33.41,
House,Indiana,N/A,1980,District 8,"119,415","Deckard, H. Joel",Incumbent,"97,059","Snider, Kenneth C.",Challenger,N/A,N/A,N/A,N/A,N/A,"22,356",R,0,55.16,44.84,
House,Indiana,N/A,1980,District 9,"75,601","Meyer, George",Challenger,"136,574","Hamilton, Lee H.",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,973",D,0,35.63,64.37,
House,Indiana,N/A,1980,District 10,"90,051","Frazier, William G.",Challenger,"103,083","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"13,032",D,0,46.63,53.37,
House,Indiana,N/A,1980,District 11,"78,743","Suess, Sheila",Challenger,"105,468","Jacobs, Andrew Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"26,725",D,0,42.75,57.25,
House,Iowa,N/A,1980,District 1,"133,349","Leach, James A.",Incumbent,"72,602","Larew, Jim",Challenger,N/A,N/A,N/A,N/A,"2,176","60,747",R,0,64.75,35.25,
House,Iowa,N/A,1980,District 2,"111,587","Tauke, Tom",Incumbent,"93,175","Sovern, Steve",Challenger,N/A,N/A,N/A,N/A,"1,875","18,412",R,0,54.5,45.5,
House,Iowa,N/A,1980,District 3,"107,869","Evans, Cooper",Challenger,"101,735","Cutler, Lynn G.",Challenger,N/A,N/A,N/A,N/A,344,"6,134",R,0,51.46,48.54,
House,Iowa,N/A,1980,District 4,"100,335","Young, Donald C.",Challenger,"117,896","Smith, Neal",Incumbent,N/A,N/A,N/A,N/A,396,"17,561",D,0,45.98,54.02,
House,Iowa,N/A,1980,District 5,"84,472","Hultman, Cal",Challenger,"127,895","Harkin, Tom",Incumbent,N/A,N/A,N/A,N/A,3,"43,423",D,0,39.78,60.22,
House,Iowa,N/A,1980,District 6,"71,866","Carney, Clarence S.",Challenger,"129,460","Bedell, Berkley",Incumbent,N/A,N/A,N/A,N/A,1,"57,594",D,0,35.7,64.3,
House,Kansas,N/A,1980,District 1,"121,545","Roberts, Pat",Challenger,"73,586","Martin, Phil",Challenger,N/A,N/A,N/A,N/A,N/A,"47,959",R,0,62.29,37.71,
House,Kansas,N/A,1980,District 2,"92,107","Jeffries, Jim",Incumbent,"78,859","Keys, Sam",Challenger,N/A,N/A,N/A,N/A,11,"13,248",R,0,53.87,46.13,
House,Kansas,N/A,1980,District 3,"109,294","Winn, Larry",Incumbent,"82,414","Watkins, Dan",Challenger,N/A,N/A,N/A,N/A,"5,338","26,880",R,0,57.01,42.99,
