Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes
House,California,N/A,2000,District 51,"172,291","Cunningham, Randy",Incumbent,"81,408","Barraza, George Jorge",Challenger,N/A,N/A,N/A,N/A,"14,100","90,883",R,0,67.91,32.09,
House,California,N/A,2000,District 52,"131,345","Hunter, Duncan L.",Incumbent,"63,537","Barkacs, Craig",Challenger,N/A,N/A,N/A,N/A,"8,112","67,808",R,0,67.4,32.6,
House,Colorado,N/A,2000,District 1,"56,291","Thomas, Jesse L.",Challenger,"141,831","DeGette, Diana L.",Incumbent,N/A,N/A,N/A,N/A,"8,312","85,540",D,0,28.41,71.59,
House,Colorado,N/A,2000,District 2,"109,338","Cox, Carolyn",Challenger,"155,725","Udall, Mark",Incumbent,N/A,N/A,N/A,N/A,"18,053","46,387",D,0,41.25,58.75,
House,Colorado,N/A,2000,District 3,"199,204","McInnis, Scott",Incumbent,"87,921","Imrie, Curtis",Challenger,N/A,N/A,N/A,N/A,"15,415","111,283",R,0,69.38,30.62,
House,Colorado,N/A,2000,District 4,"209,078","Schaffer, Bob",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"53,928","209,078",R,0,100,0,
House,Colorado,N/A,2000,District 5,"253,330","Hefley, Joel",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"52,979","253,330",R,0,100,0,
House,Colorado,N/A,2000,District 6,"141,410","Tancredo, Tom",Incumbent,"110,568","Toltz, Kenneth A.",Challenger,N/A,N/A,N/A,N/A,"10,499","30,842",R,0,56.12,43.88,
House,Connecticut,N/A,2000,District 1,"59,331","Backlund, Bob",Challenger,"151,932","Larson, John B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"92,601",D,0,28.08,71.92,
House,Connecticut,N/A,2000,District 2,"114,380","Simmons, Rob",Challenger,"111,520","Gejdenson, Samuel",Incumbent,N/A,N/A,N/A,N/A,N/A,"2,860",R,0,50.63,49.37,
House,Connecticut,N/A,2000,District 3,"60,037","Gold, June M.",Challenger,"156,910","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,"1,258","96,873",D,0,27.67,72.33,
House,Connecticut,N/A,2000,District 4,"119,155","Shays, Christopher",Incumbent,"84,472","Sanchez, Stephanie H.",Challenger,N/A,N/A,N/A,N/A,"3,131","34,683",R,0,58.52,41.48,
House,Connecticut,N/A,2000,District 5,"98,229","Nielsen, Mark",Challenger,"118,932","Maloney, James H.",Incumbent,N/A,N/A,N/A,N/A,"4,660","20,703",D,0,45.23,54.77,
House,Connecticut,N/A,2000,District 6,"143,698","Johnson, Nancy L.",Incumbent,"75,471","Valenti, Paul",Challenger,N/A,N/A,N/A,N/A,"10,374","68,227",R,0,65.56,34.44,
House,Delaware,N/A,2000,At Large,"211,797","Castle, Michael N.",Incumbent,"96,488","Miller, Michael C.",Challenger,N/A,N/A,N/A,N/A,"4,886","115,309",R,0,68.7,31.3,
House,Florida,N/A,2000,District 1,"226,473","Scarborough, Charles Joe",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,066","226,473",R,0,100,0,
House,Florida,N/A,2000,District 2,"71,754","Dodd, Doug",Challenger,"185,579","Boyd, F. Allen Jr.",Incumbent,N/A,N/A,N/A,N/A,70,"113,825",D,0,27.88,72.12,
House,Florida,N/A,2000,District 3,"75,228","Carroll, Jennifer S.",Challenger,"102,143","Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,1,"26,915",D,0,42.41,57.59,
House,Florida,N/A,2000,District 4,"203,090","Crenshaw, Ander",Challenger,"94,587","Sullivan, Tom",Challenger,N/A,N/A,N/A,N/A,"5,609","108,503",R,0,68.22,31.78,
House,Florida,N/A,2000,District 5,"100,244","Enwall, Pete",Challenger,"180,338","Thurman, Karen L.",Incumbent,N/A,N/A,N/A,N/A,16,"80,094",D,0,35.73,64.27,
House,Florida,N/A,2000,District 6,"178,789","Stearns, Clifford B.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,183,"178,789",R,0,100,0,
House,Florida,N/A,2000,District 7,"171,018","Mica, John L.",Incumbent,"99,531","Vaughen, Dan",Challenger,N/A,N/A,N/A,N/A,11,"71,487",R,0,63.21,36.79,
House,Florida,N/A,2000,District 8,"125,253","Keller, Ric",Challenger,"121,295","Chapin, Linda W.",Challenger,N/A,N/A,N/A,N/A,45,"3,958",R,0,50.8,49.2,
House,Florida,N/A,2000,District 9,"210,318","Bilirakis, Michael",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"46,476","210,318",R,0,100,0,
House,Florida,N/A,2000,District 10,"146,799","Young, C.W. Bill",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"47,204","146,799",R,0,100,0,
House,Florida,N/A,2000,District 11,N/A,N/A,N/A,"149,465","Davis, Jim",Incumbent,N/A,N/A,N/A,N/A,"27,218","149,465",D,0,0,100,
House,Florida,N/A,2000,District 12,"125,224","Putnam, Adam H.",Challenger,"94,395","Stedem, Mike",Challenger,N/A,N/A,N/A,N/A,6,"30,829",R,0,57.02,42.98,
House,Florida,N/A,2000,District 13,"175,918","Miller, Dan",Incumbent,"99,568","Dunn, Daniel E.",Challenger,N/A,N/A,N/A,N/A,101,"76,350",R,0,63.86,36.14,
House,Florida,N/A,2000,District 14,"242,614","Goss, Porter J.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,001","242,614",R,0,100,0,
House,Florida,N/A,2000,District 15,"176,189","Weldon, Dave",Incumbent,"117,511","Kurth, Patsy Ann",Challenger,N/A,N/A,N/A,N/A,"5,745","58,678",R,0,59.99,40.01,
House,Florida,N/A,2000,District 16,"176,153","Foley, Mark",Incumbent,"108,782","Brown, Jean Elliott",Challenger,N/A,N/A,N/A,N/A,"7,565","67,371",R,0,61.82,38.18,
House,Florida,N/A,2000,District 17,N/A,N/A,N/A,"100,715","Meek, Carrie P.",Incumbent,N/A,N/A,N/A,N/A,3,"100,715",D,0,0,100,
House,Florida,N/A,2000,District 18,"112,968","Ros-Lehtinen, Ileana",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,"112,968",R,0,100,0,
House,Florida,N/A,2000,District 19,"67,789","Thompson, Morris Kent",Challenger,"171,080","Wexler, Robert",Incumbent,N/A,N/A,N/A,N/A,N/A,"103,291",D,0,28.38,71.62,
House,Florida,N/A,2000,District 20,N/A,N/A,N/A,"156,765","Deutsch, Peter",Incumbent,N/A,N/A,N/A,N/A,187,"156,765",D,0,0,100,
House,Florida,N/A,2000,District 21,"132,317","Diaz-Balart, Lincoln",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,"132,317",R,0,100,0,
House,Florida,N/A,2000,District 22,"105,855","Shaw, E. Clay Jr.",Incumbent,"105,256","Bloom, Elaine",Challenger,N/A,N/A,N/A,N/A,1,599,R,0,50.14,49.86,
House,Florida,N/A,2000,District 23,"27,630","Lambert, Bill",Challenger,"89,179","Hastings, Alcee L.",Incumbent,N/A,N/A,N/A,N/A,4,"61,549",D,0,23.65,76.35,
House,Georgia,N/A,2000,District 1,"131,684","Kingston, Jack",Incumbent,"58,776","Griggs, Joyce",Challenger,N/A,N/A,N/A,N/A,N/A,"72,908",R,0,69.14,30.86,
House,Georgia,N/A,2000,District 2,"83,870","Glenn, Dylan",Challenger,"96,430","Bishop, Sanford",Incumbent,N/A,N/A,N/A,N/A,N/A,"12,560",D,0,46.52,53.48,
House,Georgia,N/A,2000,District 3,"150,200","Collins, Michael Allen",Incumbent,"86,309","Notti, Gail",Challenger,N/A,N/A,N/A,N/A,197,"63,891",R,0,63.51,36.49,
House,Georgia,N/A,2000,District 4,"90,277","Warren, Sunny",Challenger,"139,579","McKinney, Cynthia",Incumbent,N/A,N/A,N/A,N/A,N/A,"49,302",D,0,39.28,60.72,
House,Georgia,N/A,2000,District 5,"40,606","Schwab, Hank",Challenger,"137,333","Lewis, John",Incumbent,N/A,N/A,N/A,N/A,3,"96,727",D,0,22.82,77.18,
House,Georgia,N/A,2000,District 6,"256,595","Isakson, Johnny",Incumbent,"86,666","DeHart, Brett",Challenger,N/A,N/A,N/A,N/A,N/A,"169,929",R,0,74.75,25.25,
House,Georgia,N/A,2000,District 7,"126,312","Barr, Bob",Incumbent,"102,272","Kahn, Roger",Challenger,N/A,N/A,N/A,N/A,N/A,"24,040",R,0,55.26,44.74,
House,Georgia,N/A,2000,District 8,"113,380","Chambliss, Saxby",Incumbent,"79,051","Marshall, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"34,329",R,0,58.92,41.08,
House,Georgia,N/A,2000,District 9,"183,171","Deal, Nathan",Incumbent,"60,360","Harrington, James",Challenger,N/A,N/A,N/A,N/A,N/A,"122,811",R,0,75.21,24.79,
House,Georgia,N/A,2000,District 10,"122,590","Norwood, Charlie",Incumbent,"71,309","Freeman, Denise",Challenger,N/A,N/A,N/A,N/A,N/A,"51,281",R,0,63.22,36.78,
House,Georgia,N/A,2000,District 11,"199,652","Linder, John",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"199,652",R,0,100,0,
House,Hawaii,N/A,2000,District 1,"44,989","Meyers, Phil",Challenger,"108,517","Abercrombie, Neil",Incumbent,N/A,N/A,N/A,N/A,"3,688","63,528",D,0,29.31,70.69,
House,Hawaii,N/A,2000,District 2,"65,906","Francis, Russ",Challenger,"112,856","Mink, Patsy T.",Incumbent,N/A,N/A,N/A,N/A,"4,468","46,950",D,0,36.87,63.13,
House,Idaho,N/A,2000,District 1,"173,743","Otter, C. L.",Challenger,"84,080","Pall, Linda",Challenger,N/A,N/A,N/A,N/A,"10,293","89,663",R,0,67.39,32.61,
House,Idaho,N/A,2000,District 2,"158,912","Simpson, Michael K.",Incumbent,"58,265","Williams, Craig",Challenger,N/A,N/A,N/A,N/A,"7,542","100,647",R,0,73.17,26.83,
House,Illinois,N/A,2000,District 1,"23,915","Wardingley, Raymond G.",Challenger,"172,271","Rush, Bobby L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"148,356",D,0,12.19,87.81,
House,Illinois,N/A,2000,District 2,"19,906","Gordon, Robert III",Challenger,"175,995","Jackson, Jesse L. Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"156,089",D,0,10.16,89.84,
House,Illinois,N/A,2000,District 3,"47,005","Groth, Karl",Challenger,"145,498","Lipinski, William O.",Incumbent,N/A,N/A,N/A,N/A,N/A,"98,493",D,0,24.42,75.58,
House,Illinois,N/A,2000,District 4,N/A,N/A,N/A,"89,487","Gutierrez, Luis V.",Incumbent,N/A,N/A,N/A,N/A,"11,476","89,487",D,0,0,100,
House,Illinois,N/A,2000,District 5,N/A,N/A,N/A,"142,161","Blagojevich, Rod R.",Incumbent,N/A,N/A,N/A,N/A,"20,728","142,161",D,0,0,100,
House,Illinois,N/A,2000,District 6,"133,327","Hyde, Henry J.",Incumbent,"92,880","Christensen, Brent",Challenger,N/A,N/A,N/A,N/A,N/A,"40,447",R,0,58.94,41.06,
House,Illinois,N/A,2000,District 7,"26,872","Dallas, Robert",Challenger,"164,155","Davis, Danny K.",Incumbent,N/A,N/A,N/A,N/A,N/A,"137,283",D,0,14.07,85.93,
House,Illinois,N/A,2000,District 8,"141,918","Crane, Philip M.",Incumbent,"90,777","Pressl, Lance",Challenger,N/A,N/A,N/A,N/A,N/A,"51,141",R,0,60.99,39.01,
House,Illinois,N/A,2000,District 9,"45,344","Driscoll, Dennis J.",Challenger,"147,002","Schakowsky, Janice D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"101,658",D,0,23.57,76.43,
House,Illinois,N/A,2000,District 10,"121,582","Kirk, Mark Steven",Challenger,"115,924","Gash, Lauren Beth",Challenger,N/A,N/A,N/A,N/A,N/A,"5,658",R,0,51.19,48.81,
House,Illinois,N/A,2000,District 11,"132,384","Weller, Gerald C.",Incumbent,"102,485","Stevenson, James P.",Challenger,N/A,N/A,N/A,N/A,N/A,"29,899",R,0,56.37,43.63,
House,Illinois,N/A,2000,District 12,N/A,N/A,N/A,"183,208","Costello, Jerry F.",Incumbent,N/A,N/A,N/A,N/A,49,"183,208",D,0,0,100,
House,Illinois,N/A,2000,District 13,"193,250","Biggert, Judy",Incumbent,"98,768","Mason, Thomas",Challenger,N/A,N/A,N/A,N/A,N/A,"94,482",R,0,66.18,33.82,
House,Illinois,N/A,2000,District 14,"188,597","Hastert, J. Dennis",Incumbent,"66,309","Deljonson, Vern",Challenger,N/A,N/A,N/A,N/A,3,"122,288",R,0,73.99,26.01,
House,Illinois,N/A,2000,District 15,"125,943","Johnson, Timothy V.",Incumbent,"110,679","Kelleher, F. Michael Jr.",Challenger,N/A,N/A,N/A,N/A,N/A,"15,264",R,0,53.23,46.77,
House,Illinois,N/A,2000,District 16,"178,174","Manzullo, Donald",Incumbent,"88,781","Hendrickson, Charles W.",Challenger,N/A,N/A,N/A,N/A,116,"89,393",R,0,66.74,33.26,
House,Illinois,N/A,2000,District 17,"108,853","Baker, Mark",Challenger,"132,494","Evans, Lane",Incumbent,N/A,N/A,N/A,N/A,N/A,"23,641",D,0,45.1,54.9,
House,Illinois,N/A,2000,District 18,"173,706","Lahood, Ray",Incumbent,"85,317","Harant, Joyce",Challenger,N/A,N/A,N/A,N/A,N/A,"88,389",R,0,67.06,32.94,
House,Illinois,N/A,2000,District 19,"85,137","Eatherly, James",Challenger,"155,101","Phelps, David D.",Incumbent,N/A,N/A,N/A,N/A,N/A,"69,964",D,0,35.44,64.56,
House,Illinois,N/A,2000,District 20,"161,393","Shimkus, John M.",Incumbent,"94,382","Cooper, Jeffrey S.",Challenger,N/A,N/A,N/A,N/A,N/A,"67,011",R,0,63.1,36.9,
House,Indiana,N/A,2000,District 1,"56,200","Reynolds, Jack",Challenger,"148,683","Visclosky, Peter J.",Incumbent,N/A,N/A,N/A,N/A,"2,907","92,483",D,0,27.43,72.57,
House,Indiana,N/A,2000,District 2,"106,023","Pence, Mike",Challenger,"80,885","Rock, Robert W.",Challenger,N/A,N/A,N/A,N/A,"21,499","25,138",R,0,56.72,43.28,
House,Indiana,N/A,2000,District 3,"98,822","Chocola, Chris",Challenger,"107,438","Roemer, Timothy J.",Incumbent,N/A,N/A,N/A,N/A,"2,055","8,616",D,0,47.91,52.09,
House,Indiana,N/A,2000,District 4,"131,051","Souder, Mark E.",Incumbent,"74,492","Foster, Michael Dewayne",Challenger,N/A,N/A,N/A,N/A,"4,887","56,559",R,0,63.76,36.24,
House,Indiana,N/A,2000,District 5,"132,051","Buyer, Steve",Incumbent,"81,427","Goodnight, Greg",Challenger,N/A,N/A,N/A,N/A,"3,507","50,624",R,0,61.86,38.14,
